0,neg,neu,pos
#fantastic,0,0,0
#fancydress,0,0,1
#facetime,0,0,0
#f\u00e9rias,0,0,0
#extensions,0,0,1
#expensive,0,0,1
#everywhere,0,0,0
#everytime,0,0,0
#espa\u00f1a,0,0,0
#episode,0,0,0
#epicfail,0,0.16667,0
#enemies,0,0,1
#emote,0,0,1
#electronic,0,0,0
#edmonton,0,0.16667,0
#dolphins,1,0,0
#diving,0,0,0
#divers\u00e3o,0,0,0
#disneymovie,0,0,0
#despedida,0,0,0
#david,0,0.16667,0
#danbo,0,0,0
#cyprus,0,0,0
#cutting,0,0,0
#cracked,0,0,0
#cr,0,0,1
#cow,0,0.16667,0
#cory,0,0,0
#copenhagen,1,0,0
#confuse,0,0,1
#complete,0,0,0
#compassion,0,0.16667,0
#comehome,1,0,0
#collar,0,0,0
#classroom,0,0,0
#churras,0,0.16667,0
#christmaseve,1,0,0
#christ,0,0,1
#chips,1,0,0
#cheerleading,0,0,0
#changes,1,0,0
#champion,0,0,1
#cereal,0,0.16667,0
#center,0,0,0
#celebrities,0,0,0
#ccs,0,0,0
#cardiff,0,0,1
#cancersucks,1,0,0
#camo,0,0,1
#cakes,0,0,1
#cabin,1,0,0
#buzzing,1,0,0
#bullying,0,0,0
#bully,1,0,0
#bristol,0,0.16667,0
#bringbackourgirls,0,0,0
#bracelet,0,0,1
#br,0,0,1
#boxer,0,0,1
#boutique,0,0,1
#bonnie,0,0,1
#bonfire,0,0,1
#bogor,1,0,0
#bmw,0,0,0
#blur,0,0,1
#blessing,0,0,1
#blacknwhite,0,0,0
#birthdays,0,0,1
#birthay,0,0,0
#bigboy,0,0,0
#beliebers,0,0,0
#beats,0,0,0
#beat,0,0,0
#bc,0,0.16667,0
#bbc,1,0,0
#balance,0,0.16667,0
#balada,0,0,0
#bakery,0,0,0
#bake,0,0.16667,0
#backyard,0,0,0
#azul,0,0,0
#award,0,0,0
#austin,0,0,0
#auschwitz,0,0,0
#auguri,0,0,1
#asswednesday,0,0,1
#anxiety,0,0,1
#anna,0,0,0
#amigo,0,0,0
#ago,0,0,1
#adoro,0,0,0
#action,0,0,1
#3d,0,0,1
#30,0,0,0
#29,0,0,0
#2010,0,0,0
#2009,0,0,1
~>,0,0,0
za,0,0,0
yun,0,0.14666,0.02
yolo,0.042,0.099,0.0255
wrist,0.026458,0.095833,0.044417
worries,0.011417,0.058667,0.096583
worn,0.034,0.13267,0
wore,0,0.16667,0
wise,0,0.138,0.028667
wiff,0,0.2365,0.096833
wherever,0,0.16667,0
wheels,0,0.16667,0
wen,0.013333,0.147,0.00625
wayne,0.0175,0.11978,0.029389
washing,0,0,0
wah,0.048333,0.11833,0
vos,0,0.16667,0
vodka,0,0.29767,0.035666
vivir,0,0,0
vitamin,0.04,0.12667,0
vintage,0,0,0
victim,0,0,0
verde,0,0.139,0.027667
venezuela,0.041,0.10466,0.021
velvet,0,0.108,0.058667
vaya,0,0,0
var,0,0.33333,0
vacances,0,0.281,0.052333
untuk,0,0,0
universal,0,0,0
unity,0,0,0
union,0,0,0
ung,0,0,0
ultimate,0,0,0
ughh,0,0.12267,0.044
tym,0,0.10283,0.063833
twilight,0.016167,0.098085,0.0525
tryna,0,0.16667,0
trio,0,0.0955,0.071165
treated,0,0.1535,0.013166
trabalho,0,0,0
trabajando,0.060835,0.17583,0.096667
toute,0,0,0
tot,0,0,0
tornadoes,0,0,0
ton,0,0.16667,0
tokyo,0.0415,0.26042,0.031416
toe,0,0.1275,0.039166
todays,0,0.11817,0.0485
toca,0,0,0
toast,0.031389,0.119,0.016278
tix,0.061415,0.10525,0
tipo,0,0,0
timing,0.075833,0.19833,0.059335
tiger,0.034667,0.24,0.058667
tie,0.023889,0.131,0.011778
thumb,0,0.25217,0.081167
tht,0.048834,0.11783,0
they'd,0,0.137,0.029666
tgk,0,0,0
tests,0,0,0
terrace,0,0.276,0.057335
terakhir,0,0,0
temps,0,0,0
tee,0,0.10042,0.06625
teaching,0,0,0
tbt,0,0,0
tayo,0,0.10717,0.0595
target,0,0.16667,0
tar,0,0.13783,0.028833
tamb\u00e9m,0,0.15033,0.016334
tall,0,0.16667,0
talks,0.07,0.096667,0
takin,0.020834,0.256,0.0565
tak,0,0,0
sweat,0.0675,0.099167,0
sunrise,0,0,0
suitcase,0,0,0
suit,0,0.08,0.086667
sue\u00f1o,0,0.16667,0
subway,0,0.16667,0
stunning,0,0.21533,0.118
stuffed,0,0.33333,0
studios,0,0,0
strength,0,0,0
stray,0,0.062333,0.10433
strange,0.017,0.13184,0.017833
stolen,0,0.11667,0.05
stayed,0.0155,0.10566,0.045666
starr,0,0.16667,0
stare,0,0.16667,0
spongebob,0.025916,0.14075,0
spirits,0,0,0
spicy,0,0.26283,0.0705
speech,0,0.16667,0
spanish,0.028917,0.13775,0
souvenir,0.014222,0.12189,0.030555
source,0,0,0
sour,0,0.15033,0.016333
sorrows,0,0,0
sorrindo,0,0.14416,0.0225
sonic,0.065167,0.26816,0
som,0.0325,0.23983,0.061
soir\u00e9e,0,0,0
soft,0,0.16667,0
sobrang,0,0,0
sneak,0,0,0
snap,0,0,0
smiley,0,0,0
smell,0,0.28433,0.049
slim,0,0.14225,0.024417
skiing,0,0,0
situation,0,0,0
silent,0,0,0
silence,0,0,0
siendo,0,0,0
sides,0,0,0
siblings,0.016583,0.10867,0.0415
shelf,0,0.1,0.066665
sentimiento,0,0,0
seni,0,0,0
sen,0,0.12717,0.0395
seconds,0,0,0
sean,0,0.12617,0.0405
scratch,0,0.082333,0.084333
scrap,0,0,0
salir,0,0.14533,0.021333
saga,0,0,0
s\u00ed,0,0.16667,0
s\u00e9rie,0,0,0
s\u00e5,0.011667,0.24683,0.074833
rumah,0,0.13167,0.035
ruby,0,0.16667,0
row,0,0,0
rooms,0,0.29017,0.043166
rooftop,0.032417,0.13425,0
roof,0,0,0
rome,0.061165,0.2085,0.063667
romantic,0,0,0
rolls,0,0,0
rocks,0,0,0
ridiculous,0.059165,0.078835,0.028667
repostapp,0,0,0
replacement,0.02275,0.14391,0
replace,0,0.16667,0
repeat,0.00775,0.15892,0
removed,0,0.16667,0
reminding,0.017833,0.14883,0
remind,0,0.15316,0.0135
reina,0,0.16667,0
recording,0,0.16667,0
recognize,0.0225,0.14416,0
recent,0,0,0
realise,0,0,0
reach,0,0.16667,0
rare,0,0.13917,0.0275
raise,0,0,0
qui\u00e9n,0,0.11433,0.052333
putain,0,0,0
ps,0.010417,0.079167,0.077083
protein,0.017334,0.122,0.0275
promoting,0,0,0
professional,0,0,0
prince,0,0,0
practicing,0,0.26016,0.073167
posso,0.032417,0.21558,0.085333
positivity,0,0.24983,0.0835
porte,0,0.15108,0.015666
pon,0,0,0
polo,0,0,0
political,0.015666,0.11658,0.034417
polar,0,0.13167,0.035
plays,0,0.21917,0.11417
playlist,0,0,0
planned,0,0.125,0.041667
pitch,0,0.098667,0.068
piso,0,0,0
pin,0,0,0
piazza,0,0.33333,0
phones,0.016833,0.14983,0
phil,0,0,0
persona,0,0.14333,0.023333
peaceful,0.0085835,0.10425,0.053835
payat,0,0,0
patient,0,0,0
patch,0.019333,0.11467,0.032667
parties,0.015666,0.11658,0.034417
partido,0,0.1295,0.037166
parkjungsu,0,0,0
pandora,0,0.15289,0.013778
panama,0,0.16667,0
palabras,0,0,0
onde,0,0.16667,0
ohhh,0.043666,0.08975,0.03325
odio,0,0,0
nyo,0.055833,0.11083,0
nugget,0,0.33333,0
nuestra,0,0.16667,0
notre,0,0,0
nostalgia,0,0,0
nombre,0,0.11417,0.0525
no\u00ebl,0,0,0
nila,0,0,0
nih,0,0,0
nightmare,0,0,0
niet,0.021167,0.1455,0
newspaper,0.013917,0.15275,0
network,0,0.1425,0.024167
netflix,0.016834,0.3165,0
negative,0,0,0
nc,0,0.089167,0.0775
nation,0,0.14267,0.024
nasty,0.0315,0.278,0.023834
naar,0,0.29267,0.040667
n\u00famero,0.064667,0.102,0
n\u00f3s,0.037,0.12967,0
n\u00e9,0.0275,0.13917,0
mv,0,0,0
muslims,0,0,0
muslim,0,0,0
murdered,0,0,0
mundial,0,0,0
mourning,0,0,0
mondays,0,0.16667,0
mn,0.020778,0.13756,0.0083335
mitch,0,0,0
mismo,0,0.10933,0.057333
miren,0.027667,0.28375,0.021916
mint,0,0.2675,0.065835
mi\u00e9rcoles,0,0,0
messages,0,0.16667,0
mereka,0,0.14217,0.0245
menu,0,0,0
mental,0,0.096833,0.069833
mel,0,0,0
meeeee,0.011111,0.21856,0.10367
material,0,0.16667,0
marina,0,0.12517,0.0415
mam\u00e1,0,0.13967,0.027
makin,0.0245,0.12233,0.02
madrugada,0,0,0
macbook,0,0.29528,0.038055
m\u00eame,0,0,0
luke,0,0.14217,0.0245
lui,0,0.1055,0.061167
lucker,0,0,0
loses,0.021,0.14566,0
loom,0,0,0
lool,0,0,0
lions,0,0,0
liking,0,0.12083,0.045833
license,0,0,0
liberty,0,0,0
lego,0,0,0
legal,0,0.12484,0.041834
leaf,0,0.16667,0
laura,0,0,0
laughed,0.0088335,0.087415,0.070415
largo,0,0,0
lakers,0.040167,0.1265,0
kung,0,0,0
kucing,0,0,0
klo,0,0.24017,0.093166
kittens,0.0098335,0.19475,0.12875
kingdom,0,0.29475,0.038583
kim,0,0,0
killer,0.029,0.053835,0.083835
kiddo,0,0.16667,0
kid-inspired,0,0,0
kevin,0,0.10167,0.065
kesayangan,0,0,0
kenya,0.018667,0.148,0
kapan,0,0,0
kamu,0,0,0
juste,0,0.146,0.020667
juntos,0,0,0
jumping,0,0.28133,0.052
juga,0,0.126,0.040667
jueves,0,0,0
juego,0,0,0
joys,0,0,0
jon,0.053167,0.1135,0
jerry,0.030611,0.13606,0
jeff,0,0,0
jeep,0.048833,0.11783,0
jail,0,0.16667,0
jacob,0,0.14867,0.018
jackie,0,0,0
iv,0,0.086333,0.080333
itself,0.037166,0.081835,0.047667
ist,0,0,0
issues,0,0,0
isla,0,0.16667,0
instantly,0,0,0
insane,0,0,0
inna,0,0.1315,0.035167
ink,0.02675,0.11967,0.02025
info,0.026833,0.13,0.01
indian,0,0,0
inches,0,0,0
impressed,0,0,0
immediately,0,0.1415,0.025167
ignoring,0.045333,0.093335,0.028
idc,0,0,0
id,0,0,0
ich,0,0,0
hyung,0,0,0
hyatt,0,0,0
hunt,0,0,0
humor,0,0.11733,0.049334
humanity,0,0,0
huhu,0,0,0
however,0,0,0
hooray,0,0.12925,0.037416
homies,0,0.16667,0
hoho,0,0,0
hits,0,0.087,0.079667
highway,0,0.14666,0.02
higher,0.027055,0.13389,0.005722
hep,0,0,0
henry,0,0.098667,0.068
held,0,0,0
heck,0,0.21967,0.11367
he'll,0.03,0.24533,0.058
haus,0,0,0
harvard,0,0,0
hairs,0,0.095167,0.0715
hacen,0,0,0
gusto,0,0.14533,0.021333
grove,0.034583,0.11108,0.021
greece,0,0,0
grades,0,0,0
goo,0,0,0
glory,0,0,0
global,0,0,0
girly,0,0.076165,0.0905
ginger,0.063833,0.10283,0
gig,0,0,0
gi\u00e0,0,0.1055,0.061167
gf,0.049611,0.079165,0.037944
germany,0,0,0
genuinely,0,0.11767,0.049
garbage,0,0.33333,0
gaga,0.013917,0.13467,0.018083
fur,0,0.16667,0
funniest,0.0545,0.044833,0.067335
frm,0,0.16667,0
fries,0.032834,0.26175,0.03875
freezer,0.04,0.29333,0
freakin,0.048584,0.090165,0.028
frankie,0,0,0
fr\u00edo,0,0,0
fr,0,0,0
fox,0,0,0
fortune,0,0,0
forgive,0.025167,0.12416,0.017334
force,0,0.13883,0.027834
follower,0,0,0
fluffy,0,0.18675,0.14658
flights,0.0245,0.1135,0.028667
flew,0,0.16667,0
fits,0,0.1355,0.031167
finn,0.042,0.12467,0
filming,0,0,0
fifa,0,0.0705,0.096167
ficar,0,0,0
fc,0,0,0
favorites,0,0.12516,0.0415
favorited,0.0195,0.089167,0.058
fault,0,0.16667,0
fant\u00e1stica,0.010667,0.25153,0.07114
facetime,0,0.16667,0
extra\u00f1ar,0,0,0
experienced,0.075833,0.090833,0
expensive,0.014,0.24033,0.078998
excellent,0,0.10716,0.0595
evil,0,0.087667,0.079
europe,0,0,0
esperar,0,0,0
esas,0,0,0
equals,0,0,0
envie,0,0,0
emma,0.0235,0.14316,0
elle,0.053667,0.27966,0
effort,0,0.1435,0.023166
edited,0.020334,0.24767,0.065333
dvd,0.0175,0.11567,0.0335
duty,0,0.11434,0.052335
dust,0.067165,0.0995,0
dun,0,0,0
droppin,0,0,0
driver,0.0455,0.255,0.032833
drama,0,0.16667,0
downloaded,0,0,0
doubt,0.015667,0.13742,0.0135
dorm,0,0,0
doll,0,0.14625,0.020417
doc,0,0,0
diving,0,0,0
diva,0,0.16667,0
disease,0.015667,0.26792,0.049666
dirt,0.030833,0.12392,0.012
dip,0.011917,0.12983,0.024917
dijo,0,0,0
difficult,0,0.1235,0.043167
dh,0,0,0
development,0,0,0
desse,0,0,0
designed,0,0,0
democracy,0,0,0
demi,0.019834,0.25967,0.053833
delayed,0.041834,0.12484,0
dei,0.020667,0.098167,0.047833
deh,0,0.14275,0.023917
dedicated,0,0.231,0.10233
daylight,0,0,0
dari,0,0,0
danke,0,0,0
dami,0.047,0.10033,0.019333
daddy's,0,0.33333,0
d-393,0,0,0
customers,0,0.1195,0.047167
cure,0,0,0
cuma,0,0,0
cuanto,0.061333,0.10533,0
crushed,0.068165,0.21933,0.045833
cruise,0,0.16667,0
cries,0,0.13133,0.035333
crian\u00e7a,0.0785,0.088167,0
create,0,0.16667,0
cracked,0,0.16667,0
cr,0.017,0.12859,0.021167
cours,0,0,0
county,0,0,0
cotton,0,0.16667,0
cope,0,0,0
conversations,0,0.11667,0.05
convention,0,0,0
continua,0,0.16667,0
consists,0,0.16667,0
consist,0,0.1075,0.059165
considered,0,0.30183,0.0315
conmigo,0.0215,0.088167,0.056833
comfortable,0.008,0.13475,0.023917
combo,0,0,0
columbus,0.087335,0.246,0
colores,0,0,0
cola,0.0295,0.25433,0.0495
closest,0,0,0
click,0,0,0
cine,0,0,0
chi,0,0,0
chemistry,0.027834,0.13883,0
chef-crafted,0,0,0
charlie,0,0,0
charles,0,0.23633,0.097
channel,0,0,0
champagne,0,0,0
chain,0,0.073167,0.0935
certain,0,0.30633,0.027
ceremony,0,0.16667,0
century,0,0.11367,0.053
cents,0,0.16667,0
cenita,0,0,0
causes,0.022333,0.14433,0
cart,0.043666,0.28967,0
carlos,0.087333,0.079333,0
cape,0,0.10866,0.058
camping,0,0,0
campaign,0.007222,0.15945,0
cambia,0,0,0
cabello,0,0.12917,0.0375
butterfly,0,0.13225,0.034417
bunch,0.021333,0.22867,0.083335
bum,0.022833,0.19683,0.11367
bukit,0,0,0
buddha,0,0.079665,0.087
brush,0,0,0
bruh,0,0,0
brighton,0,0.16667,0
bref,0,0,0
breathe,0.0605,0.10616,0
boyfriends,0,0,0
bottles,0,0,0
booked,0,0,0
bones,0.018333,0.14833,0
bobo,0,0,0
boating,0,0.15917,0.17417
blurry,0.033334,0.13334,0
blowing,0,0.12584,0.040834
bliss,0.0064445,0.091055,0.069165
bid,0,0.16667,0
bgt,0,0,0
beste,0,0.25383,0.0795
berlin,0.021,0.31233,0
became,0,0.12583,0.040833
batangas,0,0,0
base,0,0,0
bars,0.052335,0.11434,0
barney,0,0.1235,0.043166
bangs,0,0.16667,0
bands,0,0.11717,0.0495
bahagia,0,0.16667,0
baguio,0.065167,0.1015,0
badge,0.03,0.11267,0.024
backyard,0,0.114,0.052667
aye,0.068665,0.098,0
ayah,0,0.16667,0
awareness,0,0,0
awake,0.012334,0.14006,0.014278
avis,0,0,0
avenue,0,0.16667,0
autumn,0.058335,0.25183,0.023166
auto,0,0.16667,0
auguri,0,0.16667,0
aug,0.0046666,0.11783,0.044166
attractive,0,0,0
attitude,0,0,0
attempts,0,0,0
assignment,0,0.16667,0
arts,0,0.261,0.072333
article,0,0,0
arena,0,0.16667,0
araw,0,0,0
anybody,0,0.16667,0
antonio,0,0.29817,0.035167
anoche,0,0,0
anna,0,0.138,0.028667
anime,0,0,0
amoo,0,0,0
ami,0,0.33333,0
amanh\u00e3,0,0,0
allergic,0.014333,0.11317,0.039167
alla,0,0,0
all\u00e1,0,0,0
alicia,0,0,0
alcohol,0.017833,0.25383,0.061666
ahhhhh,0,0,0
ahahaha,0,0,0
aged,0,0,0
afford,0.026917,0.263,0.04325
advance,0.041667,0.19817,0.093498
adios,0,0,0
addition,0.008,0.15867,0
absolute,0,0.12516,0.0415
aan,0,0.16667,0
\uffe3,0,0,0
\uff89,0,0.16667,0
\uff3e,0,0,0
\uff1b,0,0,0
\ue405,0.041167,0.2475,0.044666
\ue32e,0,0.13142,0.03525
\ue32a,0,0.127,0.039667
\ue058,0.0095835,0.15709,0
\ue023,0.0062915,0.16037,0
\ue011,0,0.16667,0
\ud83d\ude2a,0,0,0
\ud83d\ude25,0,0,0
\ud83d\ude12,0.023166,0.075835,0.067665
\ud83d\ude06,0,0,0
\ud83d\udc85,0,0.16667,0
\ud83d\udc6b,0,0,0
\ud83c\udf8a,0,0,0
\uc65c,0,0,0
\uc0dd\uc77c\ucd95\ud558\ud569\ub2c8\ub2e4,0,0,0
\u3042\u308a\u304c\u3068\u3046,0,0,0
\u2740,0,0,0
\u26a1,0,0,0
\u266c,0,0.16667,0
\u266b,0.036833,0.12984,0
\u2611,0,0.11767,0.049
\u256f,0,0.16667,0
\u251b,0,0,0
\u22ef,0,0,0
\u221e,0,0,0
\u0e46,0,0.16667,0
\u0e43\u0e0a,0,0.16667,0
\u0e40\u0e21,0,0,0
\u0e40\u0e1e,0,0,0
\u0e32\u0e01,0,0,0
\u0e19\u0e2d,0,0,0
\u0e19\u0e17,0,0.10667,0.06
\u0e07\u0e27,0,0,0
\u0e07\u0e21,0,0,0
\u0e04\u0e23,0,0.16667,0
\u0e01\u0e1c,0,0.057333,0.10933
\u0947,0,0.1505,0.016167
\u092a,0,0.15859,0.0080835
\u0639\u064a\u062f,0,0.16667,0
\u0627\u0644\u064a\u0648\u0645,0,0.16667,0
\u044d\u0442\u0443,0.0335,0.11567,0.017333
\u0443\u0442\u0440\u0430,0,0,0
\u0442\u043e,0.036833,0.12983,0
\u0441\u0447\u0430\u0441\u0442\u044c\u0435,0,0,0
\u0441\u0430\u043c\u044b\u0439,0.12533,0.041333,0
\u043e\u0442,0.046167,0.087167,0.033333
\u043e\u0441\u0435\u043d\u044c,0,0.11617,0.0505
\u043e,0,0.14883,0.017833
\u043d\u043e\u0447\u044c,0,0.098667,0.068
\u043d\u043e,0,0.16667,0
\u043d\u0430\u043a\u043e\u043d\u0435\u0446-\u0442\u043e,0,0,0
\u0437\u0434\u0435\u0441\u044c,0,0,0
\u0435\u0441\u0442\u044c,0,0,0
\u0433\u043e\u0434,0.12533,0.041333,0
\u00e7ok,0,0,0
\u00e4r,0.012056,0.14311,0.0115
\u00b8,0,0,0
Noooooo,0,0,0
Nooo,0.01175,0.12634,0.028584
@ygindonesia,0,0,0
@showavadaily,0.011361,0.13464,0.020667
@revolutionfoods,0,0,0
@realpaulwalker,0,0,0
@paulocoelho,0,0,0
@mario_falcone,0,0,0
@iambeckyg,0,0,0
@emwatson,0,0.14353,0.023139
@codysimpson,0,0.16667,0
@bernardokath,0,0,0
@arsenal,0,0,0
@arianagrande,0,0,0
@andywendt,0,0.16667,0
>>>>,0,0.092333,0.074333
Err:510,0.036166,0.1305,0
:\,0.0425,0.085,0.039167
:@,0.028167,0.11267,0.025833
8th,0,0,0
88,0,0,0
55,0,0,0
48,0,0.16667,0
3d,0,0.16667,0
365,0,0.16667,0
35,0,0,0
32,0,0.12083,0.045833
30th,0,0,0
2ne1,0,0,0
29,0,0.16667,0
2010,0,0,0
2009,0.10117,0.0655,0
2006,0,0,0
200,0,0.16667,0
150,0.064165,0.1025,0
101,0,0.1185,0.048167
..............,0,0.112,0.054665
. ...,0,0.16667,0
. ..,0,0.16667,0
(':,0.023834,0.093,0.049834
#zimmerman,0,0,0
#zaynmalik,0,0,0
#zayn,0,0,0
#year11,1,0,0
#yaz,0,0,0
#xmastree,0,0,1
#wwe,0,0,0
#wreck,1,0,0
#worthit,0,0,0
#workouts,0,0,0
#workinghard,0,0,0
#won,0,0,0
#wintertime,0,0,0
#wink,0,0,1
#whoop,0,0,0
#whiskey,1,0,0
#webcam,0,0,0
#wavy,0,0,1
#wash,0,0,0
#vote,0,0.16667,0
#voice,0,0,0
#vneck,0,0,1
#violin,0,0,0
#vinyl,0,0,1
#victory,0,0,1
#vegetarian,0,0,0
#vegetables,0,0,0
#usb,0,0,1
#unicorn,0,0,1
#underwater,0,0.16667,0
#uganda,0,0,0
#twfanmily,0,0.33333,0
#twerk,0,0,0
#tvshow,0,0.16667,0
#tuscany,0,0,0
#turquoise,0,0,1
#tru,1,0,0
#trouble,0,0,0
#travels,0,0,0
#trainers,0,0,1
#trabalho,0,0,1
#touching,1,0,0
#torta,0,0,0
#torino,0,0.16667,0
#tooyoung,0,0,0
#tomato,0,0,0
#toilet,0,0,0
#toby,0,0,0
#tipsy,0,0,1
#tie,0,0.16667,0
#thug,0,0,0
#thor,0,0,1
#thisislife,0,0,0
#thing,0,0,1
#they,1,0,0
#thelastofus,0,0,0
#than,0,0,1
#tfl,0,0,0
#texts,1,0,0
#teatime,0,0,0
#teachers,0,0,0
#te,0,0,1
#tagstagram,0,0.16667,0
#tags4like,0,0,0
#sweettooth,0,0.33333,0
#supper,0,0,1
#superjunior,0,0,1
#summerisover,0,0,1
#suitcase,0,0,1
#sue\u00f1o,0,0.16667,0
#suckstosuck,0,0,1
#stunning,0,0,0
#stuck,1,0,0
#stressfree,0,0,1
#stranger,0,0,1
#stpatricksday,0,0,0
#stoned,0,0,1
#stencilart,0,0,0
#state,0,0.16667,0
#stadium,0,0,1
#square,0,0,1
#spooky,0,0,1
#spider,1,0,0
#spicy,0,0,1
#sparkle,0,0,1
#spaniel,0,0,0
#soulmate,1,0,0
#sorpresa,0,0,0
#sole,1,0,0
#softball,0,0.16667,0
#soft,0,0,1
#soda,0,0,0
#sobbing,0,0,1
#sob,0,0,1
#snuggles,0,0.16667,0
#snug,0,0,0
#snsd,0,0,1
#snowy,1,0,0
#slim,0,0,0
#sleepless,0,0,1
#skint,0,0,1
#simba,0,0.16667,0
#si,0,0,0
#showcase,1,0,0
#shore,1,0,0
#shocking,1,0,0
#shinee,0,0,1
#sheep,0,0,0
#shape,0,0,0
#september11,0,0,1
#sephora,0,0,1
#selfpic,0,0.33333,0
#sdv,0,0,0
#screenshot,0,0,1
#scream,0,0,1
#scott,0,0,0
#scooter,0,0,0
#schnauzer,0,0,1
#scenegirl,0,0,0
#scar,0,0,1
#santamonica,0,0,0
#sadpanda,1,0,0
#rva,0,0,0
#runner,0,0,0
#rude,0,0,0
#rottie,0,0,0
#rosa,0,0,1
#rocks,0,0,0
#robin,1,0,0
#reward,0,0,0
#revenge,0,0,0
#retweeet,0,0,0
#restday,0,0,0
#republic,0,0,0
#religion,0,0,0
#regrets,1,0,0
#refreshing,0,0,0
#redwine,0,0.16667,0
#realize,1,0,0
#rd,1,0,0
#rawr,0,0.16667,0
#rare,0,0.16667,0
#rape,0,0,1
#raiders,0,0,1
#question,0,0,1
#queens,0,0,0
#pursuit,0,0.16667,0
#puppyeyes,0,0,0
#pumpkins,0,0.16667,0
#promo,0,0,1
#prize,0,0,1
#princesa,0,0,0
#primas,0,0,1
#presente,0,0,0
#pou,0,0,0
#potterhead,0,0.16667,0
#posers,0,0,0
#porsche,0,0,0
#poppunk,0,0,0
#poorbaby,0,0,1
#poodle,0,0.16667,0
#polkadot,0,0,1
#plugs,0,0,0
#playadelcarmen,0,0,0
#plants,0,0,0
#pity,1,0,0
#pissedoff,1,0,0
#pirate,0,0,0
#pinky,0,0,1
#picsart,0,0,0
#picnic,0,0,0
#photoadayapril,0,0,1
#philipseymourhoffman,0,0,0
#ph,0,0,1
#peterpan,0,0,1
#penang,1,0,0
#pelo,1,0,0
#pearl,0,0,0
#payday,1,0,0
#pattaya,1,0,0
#paseo,0,0,1
#partners,0,0,0
#parade,0,0,1
#pantai,0,0,0
#pancakes,0,0,0
#palms,0,0,1
#packed,0,0,1
#overit,0,0,0
#outing,0,0,0
#otherhalf,0,0,1
#oth,0,0.16667,0
#oreos,0,0,0
#ootn,0,0,1
#ole,0,0,0
#oldtimes,0,0,0
#oldpic,0,0,0
#oldphoto,0,0,1
#ojos,0,0,1
#oil,0,0.16667,0
#officemate,0,0.16667,0
#notfunny,0,0,0
#nostress,0,0,1
#nosleep,0,0,0
#noone,0,0,0
#nojustice,0,0,0
#noise,0,0,0
#nobody,0,0,0
#nite,0,0,0
#nissan,0,0.16667,0
#nirvana,0,0.16667,0
#nick,0,0,1
#newyear2014,0,0,0
#newhaircut,0,0,0
#newera,0,0.16667,0
#newcastle,0,0,0
#newborn,0,0.16667,0
#neversaynever,1,0,0
#neverforgotten,0,0.16667,0
#neveragain,0,0,1
#nevada,0,0,1
#netherlands,0,0,1
#nerdy,0,0,1
#needhelp,0,0,0
#needalife,1,0,0
#naughty,0,0,0
#naturaleza,0,0,0
#namaste,0,0,0
#myview,0,0.16667,0
#myroom,0,0.33333,0
#myman,0,0,0
#myhome,0,0,0
#myfavorite,0,0,1
#mychemicalromance,0,0,0
#mwi,0,0,1
#mutlu,0,0,0
#musica,0,0,0
#muscles,0,0,0
#munich,0,0,0
#movingday,0,0.16667,0
#motorcycle,0,0,0
#moto,0,0,0
#month,0,0.16667,0
#momentos,0,0,1
#mo,1,0,0
#mj,0,0,0
#miracle,0,0,0
#midnightmemories,0,0,0
#miam,0,0,0
#merica,0,0,1
#mellow,0,0,0
#meencanta,0,0,0
#mealkits,0,0,0
#mc,0,0,0
#maui,0,0,1
#match,0,0,0
#mascara,0,0,1
#maryjane,0,0.16667,0
#martes,0,0.16667,0
#marrakech,0,0,0
#mario,0,0,1
#marina,0,0,0
#marcjacobs,0,0,1
#mancrushmonday,0,0,0
#mal,0,0,0
#maine,0,0,1
#magickingdom,0,0.16667,0
#magical,0,0,1
#madonna,1,0,0
#madiba,0,0,0
#lunchbox,0,0,0
#luna,0,0,0
#loyalty,0,0,1
#lowest,0,0,0
#lovingit,0,0,0
#loveya,0,0,1
#lovestory,0,0,0
#loveless,0,0,0
#loveithere,0,0,1
#lovedit,0,0,1
#loveday,0,0,0
#louistomlinson,0,0,1
#losamo,1,0,0
#lonley,0,0,0
#lola,0,0,0
#lockout,1,0,0
#lobster,0,0,1
#littlemonster,0,0,0
#littlegirl,1,0,0
#literature,0,0,0
#lisbon,0,0,0
#linecamera,0,0,1
#lindos,0,0,0
#lettinggo,0,0,0
#legal,0,0,1
#led,0,0,1
#lean,0,0,1
#latino,1,0,0
#lastgame,0,0,1
#koala,0,0,0
#knife,0,0,0
#kinder,0,0,0
#kikme,0,0,0
#keyif,0,0,0
#keepsmiling,0,0,0
#kathrynbernardoonasapshower,0,0,0
#k\u00f6pek,0,0,0
#jordans,0,0,0
#jls,1,0,0
#jj_forum,0,0,1
#jesuischarlie,0,0,0
#jersey,1,0,0
#jail,0,0,1
#ja,0,0.16667,0
#itsover,0,0.16667,0
#istagram,0,0,1
#irony,0,0,0
#iphoto,0,0,1
#instasummer,0,0,0
#instasplash,0,0,1
#instapad,0,0,1
#instanice,0,0,0
#instangood,0,0.16667,0
#instagran,0,0,0
#instagra,0,0,1
#instagod,0,0,0
#instaface,0,0,1
#instacrazy,0,0,1
#instaart,0,0,0
#insomnia,0,0,0
#inside,0,0,1
#insane,0,0,0
#innocent,0,0,1
#important,1,0,0
#imisshim,1,0,0
#imagine,0,0,0
#ilovemyjob,0,0,1
#illustrator,0,0,0
#ignorance,0,0,1
#if,0,0,0
