0,neg,neu,pos,
#charity,0,0,1,
#celebrating,0,0,1,
#candle,0,1,0,
#by,0,1,0,
#building,0,1,0,
#buddha,0,1,0,
#brunch,0,1,0,
#brooklyn,0,1,0,
#bffs,0,1,0,
#asaram,0,1,0,
#album,0,1,0,
#acting,0,1,0,
#2ne1,0,1,0,
#1st,0,1,0,
yr,0,1,0,
vote,0,1,0,
voc\u00eas,0,1,0,
vista,0,1,0,
vet,0,1,0,
usa,0,1,0,
upon,0,1,0,
twice,0,1,0,
tt,0,1,0,
total,0,1,0,
tiny,0,1,0,
thx,0,0,1,
thankyou,0,1,0,
tener,0,1,0,
tanto,0,1,0,
talaga,0,1,0,
t\u00e1,0,1,0,
step,0,1,0,
staying,0,1,0,
soup,0,1,0,
sense,0,1,0,
sending,0,1,0,
saudades,0,1,0,
sauce,0,1,0,
sand,0,1,0,
sama,0,1,0,
riding,0,1,0,
rice,0,1,0,
relaxing,0,0,1,
rainbow,0,1,0,
radio,0,1,0,
purchase,0,1,0,
productive,0,1,0,
possibly,0,1,0,
portrait,0,1,0,
piercing,0,1,0,
pet,0,1,0,
performance,0,1,0,
owner,0,1,0,
outta,0,1,0,
often,0,1,0,
och,0,1,0,
nueva,0,1,0,
nite,0,1,0,
nick,0,1,0,
nelson,0,1,0,
nature,0,1,0,
nao,0,1,0,
museum,0,1,0,
mothers,0,1,0,
mode,0,1,0,
max,0,1,0,
matt,0,1,0,
maria,0,1,0,
magic,0,1,0,
library,0,1,0,
jumper,0,1,0,
jour,0,1,0,
jag,0,1,0,
ignore,1,0,0,
huh,0,1,0,
http://bit.ly,0,1,0,
horse,0,1,0,
homemade,0,1,0,
homeless,0,1,0,
hj,0,1,0,
hehehe,0,1,0,
hardest,0,1,0,
gotten,0,1,0,
fullest,0,1,0,
fue,0,1,0,
forgotten,1,0,0,
flow,0,1,0,
floor,0,1,0,
feelin,0,1,0,
fashion,0,1,0,
except,0,1,0,
everytime,0,1,0,
ese,0,1,0,
either,0,1,0,
east,0,1,0,
drew,0,1,0,
dreaming,0,1,0,
dr,0,1,0,
dormir,0,1,0,
don,0,1,0,
dirty,1,0,0,
diesel,0,1,0,
cousins,0,1,0,
count,0,1,0,
copy,0,1,0,
community,0,1,0,
closet,0,1,0,
chips,0,1,0,
chez,0,1,0,
chance,0,0,1,
cd,0,1,0,
calendar,0,1,0,
burnt,0,1,0,
braces,0,1,0,
bracelet,0,1,0,
bonita,0,1,0,
basically,0,1,0,
baru,0,1,0,
banget,0,1,0,
ayer,0,1,0,
award,0,0,1,
ave,0,1,0,
arms,0,1,0,
ao,0,1,0,
amen,0,1,0,
\ue413,0,1,0,
\ud83d\udc8b,0,1,0,
\ud83d\udc4d,0,1,0,
\u0e2b,0,1,0,
\u0e2a\u0e14,0,1,0,
\u0e0b,0,1,0,
\u093e,0,1,0,
\u0440\u043e\u0436\u0434\u0435\u043d\u0438\u044f,0,1,0,
\u0434\u043d\u0435\u043c,0,1,0,
\u0361,0,1,0,
@mileycyrus,0,1,0,
@lucasleiva87,0,1,0,
<<<,0,1,0,
5th,0,1,0,
19,0,1,0,
1000,0,1,0,
(^o^),0,1,0,
#yorkie,0,1,0,
#yedig\u00fczeladam,0,1,0,
#worried,1,0,0,
#windy,0,1,0,
#wellbeing,0,1,0,
#waves,0,1,0,
#wanna,0,1,0,
#vancouver,0,1,0,
#universal,0,1,0,
#there,0,1,0,
#them,0,1,0,
#theend,0,1,0,
#theatre,0,1,0,
#tcot,0,1,0,
#tanned,0,1,0,
#surabaya,0,1,0,
#students,0,1,0,
#spoiled,0,1,0,
#ship,0,1,0,
#serious,1,0,0,
#selfiesunday,0,1,0,
#sad\u0131ksevgili,0,1,0,
#rj,0,1,0,
#riodejaneiro,0,1,0,
#realmadrid,0,1,0,
#rave,0,1,0,
#queen,0,1,0,
#puertorico,0,1,0,
#pub,0,1,0,
#pride,0,0,1,
#priceless,0,1,0,
#prettygirl,0,1,0,
#praia,0,1,0,
#pinoy,0,1,0,
#photograph,0,1,0,
#perfume,0,1,0,
#ok,0,0,1,
#niallhoran,0,1,0,
#newtown,0,1,0,
#neon,0,1,0,
#navy,0,1,0,
#nailpolish,0,1,0,
#myboy,0,1,0,
#muslim,0,1,0,
#mua,0,1,0,
#moveon,0,1,0,
#mode,0,1,0,
#missthem,0,1,0,
#mind,0,1,0,
#mi,0,1,0,
#meh,1,0,0,
#luck,0,0,1,
#lovemylife,0,1,0,
#lmfao,0,0,1,
#lion,0,1,0,
#leaves,0,1,0,
#lasvegas,0,1,0,
#lab,0,1,0,
#know,0,1,0,
#kiddo,0,1,0,
#inspirational,0,0,1,
#inked,0,1,0,
#indonesian,0,1,0,
#i'm,0,1,0,
#hubby,0,1,0,
#heat,0,1,0,
#happyfriday,0,1,0,
#hands,0,1,0,
#glamour,0,0,1,
#ghost,1,0,0,
#fog,0,1,0,
#focus,0,1,0,
#floral,0,1,0,
#firstworldproblems,0,1,0,
#firework,0,1,0,
#finish,0,1,0,
#fine,0,0,1,
#fabulous,0,0,1,
#exo,0,1,0,
#everything,0,1,0,
#entrepreneur,0,1,0,
#enjoying,0,0,1,
#duck,0,1,0,
#drive,0,1,0,
#doctor,0,1,0,
#df,0,1,0,
#desperate,1,0,0,
#dating,0,1,0,
#cross,0,1,0,
#cookie,0,1,0,
#collegelife,0,1,0,
#cny,0,1,0,
#chic,0,0,1,
#chef,0,1,0,
#carnival,0,1,0,
#card,0,1,0,
#cantwait,0,1,0,
#camping,0,1,0,
#brighton,0,1,0,
#bow,0,1,0,
#bmx,0,1,0,
#blackhair,0,1,0,
#birthdaycake,0,1,0,
#birds,0,1,0,
#balloons,0,1,0,
#bahrain,0,1,0,
#bacon,0,1,0,
#attitude,0,1,0,
#atlanta,0,1,0,
#army,0,1,0,
#air,0,1,0,
#2016,0,1,0,
yoga,0,1,0,
woo,0,0,1,
valentine,0,1,0,
uk,0,1,0,
udah,0,1,0,
tyrese,0,1,0,
tweeted,0,1,0,
turning,0,1,0,
touch,0,1,0,
tom,0,1,0,
texts,0,1,0,
tenho,0,1,0,
teddy,0,1,0,
swimming,0,1,0,
successful,0,0,1,
success,0,0,1,
stores,0,1,0,
speak,0,1,0,
sorriso,0,1,0,
sooooo,0,1,0,
slow,0,1,0,
size,0,1,0,
singapore,0,1,0,
shower,0,1,0,
shouldn't,0,1,0,
shorts,0,1,0,
sharing,0,0,1,
shades,0,1,0,
seu,0,1,0,
sekarang,0,1,0,
section,0,1,0,
sandwich,0,1,0,
rough,0,1,0,
repost,0,1,0,
pup,0,1,0,
progress,0,0,1,
print,0,1,0,
praying,0,0,1,
poder,0,1,0,
plane,0,1,0,
picked,0,1,0,
perfume,0,1,0,
pen,0,1,0,
ou,0,1,0,
opened,0,1,0,
om,0,1,0,
oi,0,1,0,
ocean,0,1,0,
obama,0,1,0,
neck,0,1,0,
muka,0,1,0,
moves,0,1,0,
monster,0,1,0,
model,0,1,0,
mau,0,1,0,
mata,0,1,0,
mango,0,1,0,
mai,0,1,0,
mag,0,1,0,
lunes,0,1,0,
lounge,0,1,0,
lindas,0,1,0,
liked,0,0,1,
letting,0,1,0,
kidding,0,0,1,
karaoke,0,1,0,
kan,0,1,0,
jump,0,1,0,
jay,0,1,0,
io,0,1,0,
internet,0,1,0,
indeed,0,1,0,
ii,0,1,0,
hungry,0,1,0,
human,0,1,0,
horas,0,1,0,
hoping,0,0,1,
hero,0,0,1,
hang,0,1,0,
hahah,0,1,0,
goodbyes,0,1,0,
giant,0,1,0,
gate,0,1,0,
gas,0,1,0,
folks,0,1,0,
felicidades,0,1,0,
failed,1,0,0,
fa,0,1,0,
express,0,1,0,
exciting,0,0,1,
event,0,1,0,
entire,0,1,0,
eid,0,1,0,
due,0,1,0,
dressed,0,1,0,
doctors,0,1,0,
diamond,0,0,1,
cruel,1,0,0,
courtesy,0,0,1,
couch,0,1,0,
condolences,0,1,0,
comment,0,1,0,
colorado,0,1,0,
coke,0,1,0,
ci,0,1,0,
canada,0,1,0,
cabelo,0,1,0,
bound,0,1,0,
boom,0,1,0,
blood,0,1,0,
barcelona,0,1,0,
arrive,0,1,0,
anyway,0,1,0,
anivers\u00e1rio,0,1,0,
amigas,0,1,0,
ai,0,1,0,
ahh,0,1,0,
adoro,0,1,0,
___,0,1,0,
\u2601,0,1,0,
\u0648,0,1,0,
\u043c\u043d\u0435,0,1,0,
\u0436\u0435,0,1,0,
@whit_by,0,1,0,
@krungy21,0,1,0,
::,0,1,0,
........,0,1,0,
#workhard,0,1,0,
#wishing,0,0,1,
#wind,0,1,0,
#whitagram,0,1,0,
#way,0,1,0,
#unique,0,1,0,
#tvd,0,1,0,
#trash,0,1,0,
#tickets,0,1,0,
#teamo,0,1,0,
#taken,0,1,0,
#swedish,0,1,0,
#support,0,0,1,
#straight,0,0,1,
#socks,0,1,0,
#smoking,0,1,0,
#smille,0,1,0,
#singlelife,0,1,0,
#shock,1,0,0,
#scotland,0,1,0,
#right,0,1,0,
#resort,0,1,0,
#relationships,0,1,0,
#reflection,0,1,0,
#recovery,0,1,0,
#radio,0,1,0,
#puppylove,0,1,0,
#progress,0,0,1,
#pregnant,0,1,0,
#pll,0,1,0,
#piscina,0,1,0,
#picofday,0,1,0,
#phuket,0,1,0,
#paintball,0,1,0,
#otaku,0,1,0,
#nowplaying,0,1,0,
#notes,0,1,0,
#nofriends,0,1,0,
#niceday,0,1,0,
#newyorkcity,0,1,0,
#nevergiveup,0,1,0,
#naturalhair,0,1,0,
#name,0,1,0,
#myfamily,0,1,0,
#museum,0,1,0,
#movingon,0,1,0,
#minecraft,0,1,0,
#mickey,0,1,0,
#mexicocity,0,1,0,
#memorial,0,1,0,
#melancholy,1,0,0,
#mango,0,1,0,
#madness,1,0,0,
#lovemyjob,0,1,0,
#lo,0,1,0,
#liverpool,0,1,0,
#listen,0,1,0,
#lfl,0,1,0,
#left,0,1,0,
#keepcalm,0,1,0,
#iphoneography,0,1,0,
#instaweather,0,1,0,
#instafunny,0,1,0,
#ilovehim,0,1,0,
#igersmanila,0,1,0,
#hearts,0,1,0,
#heartache,0,1,0,
#happyhour,0,1,0,
#greentea,0,1,0,
#golf,0,1,0,
#gf,0,1,0,
#freetime,0,1,0,
#forever21,0,1,0,
#follows,0,1,0,
#flight,0,1,0,
#firsttime,0,1,0,
#finals,0,1,0,
#february,0,1,0,
#favourite,0,1,0,
#fancy,0,1,0,
#fakesmile,0,1,0,
#expression,0,1,0,
#eve,0,1,0,
#engaged,0,0,1,
#eggs,0,1,0,
#dontwannaleave,0,1,0,
#dissapointed,0,1,0,
#destroyed,1,0,0,
#designer,0,1,0,
#dentist,0,1,0,
#denim,0,1,0,
#dc,0,1,0,
#dayout,0,1,0,
#daily,0,1,0,
#custom,0,1,0,
#crossfit,0,1,0,
#courage,0,0,1,
#comfort,0,0,1,
#cocktails,0,1,0,
#coach,0,1,0,
#chubby,0,1,0,
#chair,0,1,0,
#casa,0,1,0,
#call,0,1,0,
#burn,0,1,0,
#bullshit,1,0,0,
#bulldog,0,1,0,
#bottle,0,1,0,
#birth,0,1,0,
#beautifull,0,1,0,
#bb,0,1,0,
#bathroom,0,1,0,
#arsenal,0,1,0,
#amman,0,1,0,
#amen,0,1,0,
#all_shots,0,1,0,
#90s,0,1,0,
#21st,0,1,0,
#17,0,1,0,
#13,0,1,0,
yah,0,1,0,
wrap,0,1,0,
winner,0,0,1,
whenever,0,1,0,
wet,0,1,0,
walker's,0,1,0,
volver,0,1,0,
volleyball,0,1,0,
viver,0,1,0,
vin,0,1,0,
victims,1,0,0,
turns,0,1,0,
tonight's,0,1,0,
todas,0,1,0,
themselves,0,1,0,
tahun,0,1,0,
sus,0,1,0,
surgery,0,1,0,
suicide,1,0,0,
strawberry,0,1,0,
spread,0,1,0,
sports,0,1,0,
somehow,0,1,0,
snack,0,1,0,
sleepy,0,1,0,
skinny,0,1,0,
sir,0,1,0,
sim,0,1,0,
shes,0,1,0,
sesh,0,1,0,
served,0,1,0,
ser\u00e1,0,1,0,
seats,0,1,0,
seat,0,1,0,
saved,0,0,1,
saudade,0,1,0,
rise,0,1,0,
ripped,0,1,0,
relationship,0,1,0,
relate,0,1,0,
regret,1,0,0,
purse,0,1,0,
puede,0,1,0,
pub,0,1,0,
posting,0,1,0,
poorly,0,1,0,
pena,0,1,0,
par,0,1,0,
orang,0,1,0,
october,0,1,0,
obsessed,1,0,0,
nope,0,1,0,
ni\u00f1o,0,1,0,
naman,0,1,0,
mutlu,0,1,0,
modern,0,1,0,
miley,0,1,0,
mil,0,1,0,
meme,0,1,0,
member,0,1,0,
martes,0,1,0,
mandela,0,1,0,
madrid,0,1,0,
machine,0,1,0,
lovin,0,1,0,
lola,0,1,0,
local,0,1,0,
llego,0,1,0,
lips,0,1,0,
levels,0,1,0,
lee,0,1,0,
learned,0,1,0,
law,0,1,0,
latest,0,1,0,
lado,0,1,0,
kaya,0,1,0,
japanese,0,1,0,
jajajaja,0,1,0,
interview,0,1,0,
instag_app,0,1,0,
inspired,0,0,1,
independence,0,1,0,
holy,0,1,0,
hindi,0,1,0,
herself,0,1,0,
hearts,0,1,0,
hasn't,0,1,0,
hashtag,0,1,0,
har,0,1,0,
han,0,1,0,
hahahahaha,0,1,0,
google,0,1,0,
goin,0,1,0,
given,0,1,0,
generation,0,1,0,
fridge,0,1,0,
fighting,1,0,0,
farm,0,1,0,
fancy,0,1,0,
families,0,1,0,
fam\u00edlia,0,1,0,
fab,0,0,1,
extra,0,1,0,
explains,0,1,0,
explain,0,1,0,
estos,0,1,0,
ent\u00e3o,0,1,0,
duck,0,1,0,
dubai,0,1,0,
draw,0,1,0,
donde,0,1,0,
doctor,0,1,0,
dice,0,1,0,
destroyed,1,0,0,
dessert,0,1,0,
deserves,0,1,0,
den,0,1,0,
delivery,0,1,0,
daw,0,1,0,
dar,0,1,0,
dah,0,1,0,
cutting,1,0,0,
current,0,1,0,
crew,0,1,0,
counting,0,1,0,
countdown,0,1,0,
costume,0,1,0,
cone,0,1,0,
cocktails,0,1,0,
cn,0,1,0,
closing,0,1,0,
classic,0,1,0,
clap,0,1,0,
children's,0,1,0,
chick,0,1,0,
chapter,0,1,0,
changes,0,1,0,
celebrando,0,1,0,
cartoon,0,1,0,
cars,0,1,0,
carrera,0,1,0,
caption,0,1,0,
calm,0,0,1,
burn,0,1,0,
burger,0,1,0,
bottom,0,1,0,
bloody,1,0,0,
blessings,0,0,1,
bill,0,1,0,
bij,0,1,0,
bee,0,1,0,
bedroom,0,1,0,
bb,0,1,0,
batman,0,1,0,
bathroom,0,1,0,
bank,0,1,0,
bali,0,1,0,
bacon,0,1,0,
asian,0,1,0,
area,0,1,0,
april,0,1,0,
anos,0,1,0,
allowed,0,1,0,
action,0,1,0,
account,0,1,0,
abandoned,1,0,0,
\uff1f,0,1,0,
\ud83d\ude03,0,1,0,
\ud5e4\ub871\uac70\ub9b4\ub54c,0,1,0,
\ud574\ud53c,0,1,0,
\ud478\ub465\ub2f9,0,1,0,
\ud22c\ucc99,0,1,0,
\ucd2c\uc601\ud558\ub358\uc911,0,1,0,
\ucc44\ub9b0\uc774\uc758,0,1,0,
\uc5d0\uc11c,0,1,0,
\uc2dc\ucc28\uc801\uc751,0,1,0,
\ubba4\uc9c1\ube44\ub514\uc624,0,1,0,
\ubabb\ud574\uc11c,0,1,0,
\u2714,0,1,0,
\u2702,0,1,0,
\u2014,0,1,0,
\u200f,0,1,0,
\u0e41\u0e15,0,1,0,
\u0e2b\u0e19,0,1,0,
\u0e16,0,1,0,
\u064a\u0627,0,1,0,
Sooo,0,1,0,
@vickyvette,0,1,0,
@ranasamaha9t,0,1,0,
@complexmorality,0,1,0,
":"">",0,1,0,
7th,0,1,0,
33,0,1,0,
2\ub144\uc804,0,1,0,
2016,0,1,0,
#zara,0,1,0,
#winning,0,0,1,
#wealth,0,0,1,
#waterfall,0,1,0,
#watercolor,0,1,0,
#wakeup,0,1,0,
#volleyball,0,1,0,
#vitamincl,0,1,0,
#vip,0,0,1,
#violet,0,1,0,
#vino,0,1,0,
#vet,0,1,0,
#vanilla,0,1,0,
#togetherness,0,1,0,
#timeflies,0,1,0,
#ticket,0,1,0,
#terrible,1,0,0,
#teenager,0,1,0,
#take,0,1,0,
#taiwan,0,1,0,
#tagforlikes,0,1,0,
#sweater,0,1,0,
#superman,0,1,0,
#suit,0,1,0,
#stayinschool,0,1,0,
#station,0,1,0,
#stage,0,1,0,
#spongebob,0,1,0,
#someday,0,1,0,
#shihtzu,0,1,0,
#sf,0,1,0,
#screen,0,1,0,
#saveme,0,1,0,
#saopaulo,0,1,0,
#sadtweet,0,1,0,
#sabado,0,1,0,
#romance,0,0,1,
#rise,0,1,0,
#rio,0,1,0,
#rescue,0,0,1,
#regret,1,0,0,
#recuerdos,0,1,0,
#ranasamahateam,0,1,0,
#prayfornewtown,0,1,0,
#portugal,0,1,0,
#pony,0,1,0,
#pictoftheday,0,1,0,
#partytime,0,1,0,
#papa,0,1,0,
#pandora,0,1,0,
#notreally,0,1,0,
#nomore,0,1,0,
#noche,0,1,0,
#niggasbelike,0,1,0,
#nigga,0,1,0,
#newday,0,1,0,
#newbeginnings,0,1,0,
#national,0,1,0,
#mydog,0,1,0,
#mug,0,1,0,
#mouth,0,1,0,
#mouse,0,1,0,
#mindfulness,0,1,0,
#mileycyrus,0,1,0,
#metal,0,1,0,
#mcm,0,1,0,
#maths,0,1,0,
#mask,0,1,0,
#maroon5,0,1,0,
#manicure,0,1,0,
#makes,0,1,0,
#lov,0,1,0,
#lose,1,0,0,
#looking,0,1,0,
#longday,0,1,0,
#lies,1,0,0,
#lazyday,0,1,0,
#latina,0,1,0,
#lastone,0,1,0,
#killme,0,1,0,
#kik,0,1,0,
#justice,0,0,1,
#jb,0,1,0,
#jacket,0,1,0,
#instapet,0,1,0,
#instagrammers,0,1,0,
#instag,0,1,0,
#iloveher,0,1,0,
#igersitalia,0,1,0,
#husky,0,1,0,
#hurricane,0,1,0,
#hunting,0,1,0,
#how,0,1,0,
#hopeless,1,0,0,
#honda,0,1,0,
#hometown,0,1,0,
#hk,0,1,0,
#himym,0,1,0,
#hateit,0,1,0,
#happykid,0,1,0,
#happybday,0,1,0,
#growth,0,0,1,
#gopro,0,1,0,
#goodmoments,0,1,0,
#goal,0,1,0,
#getalife,0,1,0,
#funnyfaces,0,1,0,
#found,0,1,0,
#foreveryoung,0,1,0,
#following,0,1,0,
#flashbackfriday,0,1,0,
#flash,0,1,0,
#fathersday,0,1,0,
#fam,0,1,0,
#eyelashes,0,1,0,
#experience,0,1,0,
#ew,0,1,0,
#dressedup,0,1,0,
#dontgo,0,1,0,
#disaster,1,0,0,
#diamond,0,0,1,
#cuteness,0,0,1,
#culture,0,1,0,
#cried,1,0,0,
#cr7,0,1,0,
#countdown,0,1,0,
#cottoncandy,0,1,0,
#cosplay,0,1,0,
#confident,0,0,1,
#colores,0,1,0,
#classmates,0,1,0,
#castle,0,1,0,
#cantsleep,0,1,0,
#burnt,0,1,0,
#brokenhearted,0,1,0,
#bread,0,1,0,
#brave,0,0,1,
#braid,0,1,0,
#blues,0,1,0,
#bitches,1,0,0,
#bigbang,0,1,0,
#beirut,0,1,0,
#ballet,0,1,0,
#awsome,0,1,0,
#ana,0,1,0,
#adidas,0,1,0,
#addiction,0,1,0,
#addicted,0,1,0,
#acapulco,0,1,0,
z,0,0,0,
yrs,0,1,0,
xxxx,0,1,0,
windows,0,1,0,
wash,0,1,0,
wallpaper,0,1,0,
wallet,0,1,0,
vie,0,1,0,
veces,0,1,0,
vc,0,1,0,
uniform,0,1,0,
unfortunately,1,0,0,
tweets,0,1,0,
turkey,0,1,0,
tiempos,0,1,0,
tiempo,0,1,0,
th,0,1,0,
ter,0,1,0,
taylor,0,1,0,
tal,0,1,0,
tag,0,1,0,
sweater,0,1,0,
sunglasses,0,1,0,
summertime,0,1,0,
suffer,1,0,0,
sua,0,1,0,
struggle,1,0,0,
steps,0,1,0,
stars,0,1,0,
spell,0,1,0,
spain,0,1,0,
sorted,0,1,0,
sorrow,1,0,0,
sonr\u00ede,0,1,0,
somos,0,1,0,
soleil,0,1,0,
soccer,0,1,0,
snowman,0,1,0,
six,0,1,0,
singing,0,1,0,
shots,0,1,0,
shitty,1,0,0,
shining,0,1,0,
seem,0,1,0,
seattle,0,1,0,
score,0,1,0,
scary,1,0,0,
royal,0,1,0,
roses,0,1,0,
rocking,0,1,0,
retweets,0,1,0,
respect,0,0,1,
residence,0,1,0,
reaction,0,1,0,
rato,0,1,0,
question,0,1,0,
pull,0,1,0,
proper,0,1,0,
pretend,1,0,0,
pq,0,1,0,
pouco,0,1,0,
potter,0,1,0,
plate,0,1,0,
peter,0,1,0,
perfecto,0,0,1,
path,0,1,0,
pale,0,1,0,
pal,0,1,0,
painted,0,1,0,
paid,0,1,0,
onto,0,1,0,
ol,0,1,0,
nu,0,1,0,
nem,0,1,0,
named,0,1,0,
muchas,0,1,0,
mouth,0,1,0,
moms,0,1,0,
mom's,0,1,0,
meses,0,1,0,
mcdonalds,0,1,0,
matters,0,0,1,
masa,0,1,0,
mark,0,1,0,
madre,0,1,0,
mac,0,1,0,
liverpool,0,1,0,
lies,1,0,0,
latte,0,1,0,
lap,0,1,0,
known,0,1,0,
knee,0,1,0,
kkk,0,1,0,
keys,0,1,0,
kangen,0,1,0,
june,0,1,0,
judge,0,1,0,
journ\u00e9e,0,1,0,
josh,0,1,0,
jeans,0,1,0,
italy,0,1,0,
incredible,0,1,0,
imma,0,1,0,
hockey,0,1,0,
hermano,0,1,0,
hecho,0,1,0,
heat,0,1,0,
heartbroken,1,0,0,
harder,0,1,0,
hai,0,1,0,
guitar,0,1,0,
greatest,0,0,1,
george,0,1,0,
fuerte,0,1,0,
fuckin,0,1,0,
fucked,1,0,0,
frio,0,1,0,
fotos,0,1,0,
foot,0,1,0,
fitting,0,1,0,
fistamn,0,1,0,
finger,0,1,0,
finds,0,1,0,
figure,0,1,0,
fellow,0,1,0,
fazer,0,1,0,
father's,0,1,0,
faith,0,0,1,
faire,0,1,0,
extremely,0,1,0,
exist,0,1,0,
ele,0,1,0,
ed,0,1,0,
doesnt,0,1,0,
display,0,1,0,
desperate,1,0,0,
der,0,1,0,
decide,0,1,0,
dc,0,1,0,
customer,0,1,0,
crowd,0,1,0,
crib,0,1,0,
crack,0,1,0,
coz,0,1,0,
competition,0,1,0,
comer,0,1,0,
clear,0,0,1,
chill,0,1,0,
chelsea,0,1,0,
chat,0,1,0,
chart,0,1,0,
cette,0,1,0,
casi,0,1,0,
career,0,1,0,
cards,0,1,0,
cap,0,1,0,
camper,0,1,0,
camino,0,1,0,
button,0,1,0,
bud,0,1,0,
boxes,0,1,0,
boobs,0,1,0,
bio,0,1,0,
bigger,0,1,0,
bestfriends,0,1,0,
belle,0,1,0,
baby's,0,1,0,
awhile,0,1,0,
aunt,0,1,0,
august,0,1,0,
attempt,0,1,0,
attack,1,0,0,
atm,0,1,0,
at\u00e9,0,1,0,
appreciate,0,0,1,
aka,0,1,0,
agora,0,1,0,
addicted,0,1,0,
adam,0,1,0,
\ud83d\ude4c,0,1,0,
\ub9ce\uc774,0,1,0,
\u2013,0,1,0,
\u0e43\u0e2b\u0e21,0,1,0,
\u0e25,0,1,0,
\u0e02,0,1,0,
\u0443\u0442\u0440\u043e,0,1,0,
\u0443\u0436\u0435,0,1,0,
\u0441\u043f\u0430\u0441\u0438\u0431\u043e,0,1,0,
\u043d\u0435\u0442,0,1,0,
\u043a,0,1,0,
\u0432\u0441\u0435\u043c,0,1,0,
\u0431\u0435\u0437,0,1,0,
@taylorswift13,0,1,0,
@piccollage,0,1,0,
@flow935,0,1,0,
@dlwnsghek,0,1,0,
@bts_twt,0,1,0,
@austinmahone,0,1,0,
@8,0,1,0,
>>,0,1,0,
70,0,1,0,
1/2,0,1,0,
#zombie,0,1,0,
#yuck,0,1,0,
#york,0,1,0,
#yogurt,0,1,0,
#word,0,1,0,
#when,0,1,0,
#well,0,0,1,
#weak,1,0,0,
#vs,0,1,0,
#vogue,0,1,0,
#village,0,1,0,
#vector,0,1,0,
#twin,0,1,0,
#tristezza,0,1,0,
#trayvonmartin,0,1,0,
#travelling,0,1,0,
#toomuch,0,1,0,
#thanksgod,0,1,0,
#thai,0,1,0,
#suck,1,0,0,
#stripes,0,1,0,
#starwars,0,1,0,
#spoilt,0,1,0,
#sparkles,0,0,1,
#sometimes,0,1,0,
#snowman,0,1,0,
#skull,0,1,0,
#sign,0,1,0,
#shy,1,0,0,
#sayings,0,1,0,
#saying,0,1,0,
#saudi,0,1,0,
#saudades,0,1,0,
#salon,0,1,0,
#safe,0,0,1,
#robot,0,1,0,
#risas,0,1,0,
#redvelvet,0,1,0,
#qualitytime,0,1,0,
#qatar,0,1,0,
#prima,0,1,0,
#praying,0,0,1,
#prayformh370,0,1,0,
#posing,0,1,0,
#playground,0,1,0,
#pinkhair,0,1,0,
#photogrid,0,1,0,
#perro,0,1,0,
#passed,0,1,0,
#pakistan,0,1,0,
#our,0,1,0,
#organic,0,1,0,
#or,0,1,0,
#ombre,0,1,0,
#ohno,0,1,0,
#notgood,0,1,0,
#newspaper,0,1,0,
#newhair,0,1,0,
#newfriends,0,1,0,
#nba,0,1,0,
#myfriends,0,1,0,
#mummy,0,1,0,
#missu,0,1,0,
#missinghim,0,1,0,
#michaelkors,0,1,0,
#mentalhealth,0,1,0,
#mansbestfriend,0,1,0,
#mandela,0,1,0,
#mademyday,0,1,0,
#luckygirl,0,1,0,
#low,1,0,0,
#lovethis,0,1,0,
#library,0,1,0,
#lgbt,0,1,0,
#letter,0,1,0,
#letsgo,0,1,0,
#leo,0,1,0,
#lego,0,1,0,
#learn,0,1,0,
#lace,0,1,0,
#kittens,0,1,0,
#kindness,0,0,1,
#keep,0,1,0,
#karma,0,1,0,
#jumper,0,1,0,
#juice,0,1,0,
#jk,0,0,1,
#jeddah,0,1,0,
#izmir,0,1,0,
#iphone4s,0,1,0,
#instamania,0,1,0,
#instafoto,0,1,0,
#illmissyou,0,1,0,
#ifollowback,0,1,0,
#icon,0,1,0,
#hermoso,0,1,0,
#herbalife,0,1,0,
#healing,0,1,0,
#happyholidays,0,1,0,
#graveyard,1,0,0,
#goofy,0,1,0,
#goodevening,0,1,0,
#goldenretriever,0,1,0,
#goingout,0,1,0,
#girlfriends,0,1,0,
#gaming,0,1,0,
#gaga,0,1,0,
#fox,0,1,0,
#forget,1,0,0,
#ford,0,1,0,
#fluffy,0,1,0,
#flappybird,0,1,0,
#fav,0,0,1,
#famous,0,1,0,
#false,0,1,0,
#fair,0,0,1,
#faded,0,1,0,
#endofsummer,0,1,0,
#embarrassing,1,0,0,
#elephant,0,1,0,
#effect,0,1,0,
#ears,0,1,0,
#earrings,0,1,0,
#dumb,1,0,0,
#dramatic,0,1,0,
#donuts,0,1,0,
#diwali,0,1,0,
#dia,0,1,0,
#dexter,0,1,0,
#desert,0,1,0,
#decoration,0,1,0,
#datenight,0,1,0,
#dancers,0,1,0,
#cruise,0,1,0,
#confidence,0,0,1,
#cone,0,1,0,
#comebackhome,0,1,0,
#cocktail,0,1,0,
#closed,0,1,0,
#chocolates,0,1,0,
#chanel,0,1,0,
#challenge,0,0,1,
#cd,0,1,0,
#cards,0,1,0,
#buongiorno,0,1,0,
#bun,0,1,0,
#buenosdias,0,1,0,
#breakup,0,1,0,
#blackfriday,0,1,0,
#bkk,0,1,0,
#beyourself,0,1,0,
#beyonce,0,1,0,
#belike,0,1,0,
#belgium,0,1,0,
#belated,0,1,0,
#asiangirl,0,1,0,
#airplane,0,1,0,
#advice,0,1,0,
#achievement,0,1,0,
#abs,0,1,0,
#\u0643\u0648\u064a\u062a,0,1,0,
